Extracted Attribute,Best Match,Similarity,Category
compatibility,,0.25,grocery
return_policy,,0.3076923076923077,grocery
canister_size,,0.35,grocery
sugar_type,,0.41666666666666663,grocery
form,,0.33333333333333337,grocery
volume_per_unit,,0.33333333333333337,grocery
package_type,,0.75,grocery
units_per_package,,0.28,grocery
intended_use,,0.33333333333333337,grocery
storage_suggestion,,0.5,grocery
unit_weight,,0.5454545454545454,grocery
package_size,,0.5625,grocery
dimensions,,0.4,grocery
additional_notes,,0.3125,grocery
category,,0.375,grocery
bundle,,0.33333333333333337,grocery
bundle_items,,0.33333333333333337,grocery
outlet,,0.33333333333333337,grocery
page,,0.4285714285714286,grocery
condition,,0.4444444444444444,grocery
Product,,0.5,grocery
vendor,,0.33333333333333337,grocery
compostable,,0.2727272727272727,grocery
cube,,0.33333333333333337,grocery
tea_type,,0.41666666666666663,grocery
organic,organic,1.0,grocery
serving_size,,0.41666666666666663,grocery
ingredients,ingredient,0.9090909090909091,grocery
preparation,,0.3846153846153846,grocery
calories,,0.5,grocery
trans_fat,,0.33333333333333337,grocery
calories_per_cookie,,0.30434782608695654,grocery
quantity_per_box,,0.375,grocery
cookie_type,,0.5833333333333333,grocery
product_title,,0.7692307692307692,home
attributes,,0.30000000000000004,home
Product Title,,0.5384615384615384,home
Type,,0.4,home
Power Source,,0.41666666666666663,home
Placement,,0.33333333333333337,home
Capacity,capacity,0.875,home
Control Features,,0.3125,home
Material,material,0.875,home
Voltage,voltage,0.8571428571428572,home
Frequency,,0.25,home
Phase,,0.6,home
Amperage,,0.4,home
Power,,0.4,home
Certifications,certification,0.8571428571428572,home
brand,,0.4,home
model,,0.4285714285714286,home
features,,0.41666666666666663,home
color,color,1.0,home
certification,certification,1.0,home
productTitle,,0.6666666666666667,home
manufacturer,manufacturer,1.0,home
modelNumber,,0.28,home
UPC,,0.30000000000000004,home
warranty,warranty,1.0,home
origin,,0.3846153846153846,home
condition,,0.46153846153846156,home
material,material,1.0,home
dishwasherSafe,,0.2857142857142857,home
stackable,stackable,1.0,home
NSFApproved,,0.18181818181818177,home
dimensions,,0.30000000000000004,home
casePack,,0.375,home
shippingWeight,,0.5714285714285714,home
shippingMethod,,0.5714285714285714,home
maxGlassHeight,,0.3571428571428571,home
maxGlassDiameter,,0.4375,home
compartmentCount,,0.25,home
fuel_type,,0.5,home
size,,0.4,home
burners,,0.3076923076923077,home
ignition_system,,0.2272727272727273,home
ovens,,0.2857142857142857,home
flue_riser,,0.3076923076923077,home
parts_material,,0.5714285714285714,home
legs,,0.5,home
total_btu,,0.4,home
certifications,certification,0.9285714285714286,home
Brand,,0.375,home
Fuel Type,,0.33333333333333337,home
Width,width,0.8,home
Burners,,0.3076923076923077,home
Ignition,,0.3846153846153846,home
Oven Base,,0.33333333333333337,home
Flue Riser,,0.25,home
Legs,,0.33333333333333337,home
BTU,,0.09999999999999998,home
product_name,,0.75,home
ignition_type,,0.3846153846153846,home
btu,btu,1.0,home
series,,0.5714285714285714,home
type,,0.4,home
tiers,,0.2857142857142857,home
temperature_range,,0.4117647058823529,home
materials,material,0.8888888888888888,home
included_components,,0.28,home
Model,,0.2857142857142857,home
Blade Assembly,,0.2272727272727273,home
Suitable For,,0.33333333333333337,home
Certification,certification,0.9230769230769231,home
capacity,capacity,1.0,home
temperature_control,,0.3157894736842105,home
voltage,voltage,1.0,home
power,,0.4,home
current,,0.5,home
cord_length,,0.5454545454545454,home
plug_type,,0.5833333333333333,home
compatibility,,0.46153846153846156,home
shipping,shipping,1.0,home
product_type,product_type,1.0,home
electrical_specifications,,0.43999999999999995,home
number_of_pan_wells,,0.21052631578947367,home
insulation,,0.3846153846153846,home
model_number,,0.36,home
UPC_EAN,,0.09999999999999998,home
country_of_origin,,0.4117647058823529,home
case_pack,,0.33333333333333337,home
shipping_weight,,0.5333333333333333,home
shipping_method,,0.5333333333333333,home
additional_accessories,,0.31818181818181823,home
Product,,0.5,home
Installation Type,,0.2941176470588235,home
Griddle Plate Material,,0.31818181818181823,home
Cooking Surface Dimensions,,0.34615384615384615,home
Construction Material,,0.33333333333333337,home
Thermostat Type,,0.4,home
placement,,0.33333333333333337,home
width,width,1.0,home
depth,depth,1.0,home
grate_material,,0.5714285714285714,home
grate_feature,,0.3846153846153846,home
rock_holder_material,,0.4,home
front_material,,0.5714285714285714,home
body_material,,0.6153846153846154,home
heat_output,,0.36363636363636365,home
model_variant,,0.46153846153846156,home
Size,,0.25,home
Color,color,0.8,home
Dimensions,,0.30000000000000004,home
Wheels,,0.4285714285714286,home
Tank Capacity,,0.5384615384615384,home
Burner Configuration,,0.44999999999999996,home
Additional Features,,0.3157894736842105,home
Included Components,,0.24,home
Optional Components,,0.21052631578947367,home
Shipping,shipping,0.875,home
Price Guarantee,,0.2666666666666667,home
usage,,0.4285714285714286,home
construction,,0.46153846153846156,home
tank_capacity,,0.6153846153846154,home
tank_feature,,0.5,home
approval,,0.375,home
portability,,0.36363636363636365,home
category,,0.375,home
supplier,,0.375,home
product,,0.5833333333333333,home
backsplash_height,,0.3529411764705882,home
bin_depth,,0.5555555555555556,home
drain_size,,0.30000000000000004,home
Place Setting Capacity,,0.36363636363636365,home
Tub Material,,0.5833333333333333,home
Rack Material,,0.5384615384615384,home
Compliance,,0.4,home
Hard Food Disposer,,0.2777777777777778,home
Noise Level,,0.2727272727272727,home
Wash Cycles,,0.36363636363636365,home
finish,,0.33333333333333337,home
region,,0.46153846153846156,home
Product Type,,0.75,home
Manufacturer,manufacturer,0.9166666666666666,home
Commercial - Residential,,0.25,home
Efficiency,,0.30000000000000004,home
Features,,0.41666666666666663,home
Finish,,0.33333333333333337,home
Green,,0.3076923076923077,home
Height,height,0.8333333333333334,home
Mount,,0.33333333333333337,home
tubMaterial,,0.6363636363636364,home
manufacturingLocation,,0.48,home
manufacturingPlant,,0.5555555555555556,home
quantity,,0.375,home
adhesive,,0.375,home
thickness,,0.33333333333333337,home
recommended_age,,0.33333333333333337,home
exterior,,0.5,home
wash_cycles,,0.36363636363636365,home
racks,,0.4,home
place_settings,,0.5714285714285714,home
additional_features,,0.3157894736842105,home
age_range,,0.5,home
use_case,,0.375,home
design,,0.4285714285714286,home
mobility,,0.375,home
waste_container_name,,0.30000000000000004,home
shape,shape,1.0,home
height,height,1.0,home
diameter,diameter,1.0,home
upc_ean,,0.3846153846153846,home
dishwasher_safe,,0.33333333333333337,home
nsf_approved,,0.33333333333333337,home
maximum_stemware_diameter,,0.31999999999999995,home
compartment_height,,0.33333333333333337,home
number_of_compartments,,0.31818181818181823,home
rack_type,,0.5833333333333333,home
ideal_for,,0.33333333333333337,home
protection_features,,0.42105263157894735,home
length,length,1.0,home
sink_dimensions,,0.33333333333333337,home
sink_position,,0.3076923076923077,home
faucet_offset,,0.4,home
urn_trough_dimensions,,0.2857142857142857,home
splash_drain_plate,,0.33333333333333337,home
counter_top_material,,0.4,home
counter_top_edge,,0.36,home
back_splash_dimensions,,0.2727272727272727,home
base_material,,0.6153846153846154,home
undershelves,,0.5833333333333333,home
legs_material,,0.6153846153846154,home
inside_stack_height,,0.31999999999999995,home
compartments,,0.33333333333333337,home
extenders,,0.33333333333333337,home
capacity_liters,,0.5333333333333333,home
description,,0.46153846153846156,home
shelf_size,,0.5,home
weight_capacity,,0.5333333333333333,home
sections,,0.3846153846153846,home
door_material,,0.6153846153846154,home
door_handle,,0.2727272727272727,home
drawers,,0.375,home
drawer_material,,0.5333333333333333,home
drawer_handles,,0.3571428571428571,home
interior_material,,0.47058823529411764,home
exterior_material,,0.47058823529411764,home
shelves,shelves,1.0,home
shelf_material,,0.5714285714285714,home
casters,,0.4285714285714286,home
refrigeration_system,,0.35,home
horsepower,,0.30000000000000004,home
amperage,,0.5,home
door_configuration,,0.4444444444444444,home
drawer_configuration,,0.44999999999999996,home
Table Length,,0.5,home
Table Width,,0.36363636363636365,home
Top Gauge,,0.4444444444444444,home
Top Series,,0.3076923076923077,home
Legs Gauge,,0.5,home
Legs Series,,0.36363636363636365,home
Splash Guard,,0.41666666666666663,home
purpose,,0.2857142857142857,home
deck,,0.4,home
core_material,,0.6153846153846154,home
top_material,,0.6666666666666667,home
top_thickness,,0.23076923076923073,home
edge_material,,0.6153846153846154,home
edge_style,,0.33333333333333337,home
leg_material,,0.6666666666666667,home
leg_thickness,,0.3076923076923077,home
foot_caps,,0.33333333333333337,home
mechanism,,0.2666666666666667,home
Shape,shape,0.8,home
Core Material,,0.5384615384615384,home
Top Material,,0.5833333333333333,home
Edge Finish,,0.2727272727272727,home
Leg Material,,0.5833333333333333,home
Foot Caps,,0.33333333333333337,home
Mechanism,,0.2666666666666667,home
retailer,,0.6,home
mounting_type,,0.46153846153846156,home
front_to_back,,0.3076923076923077,home
drain_opening,,0.3846153846153846,home
trim_size,,0.33333333333333337,home
usage_notes,,0.36363636363636365,home
table_top_material,,0.4444444444444444,home
table_top_length,,0.375,home
table_top_width,,0.33333333333333337,home
riser_height,,0.5,home
undershelf_material,,0.42105263157894735,home
post_material,,0.6153846153846154,home
table_height,,0.5,home
gauge,gauge,1.0,home
stainless_steel_type,,0.7727272727272727,home
assembly,,0.25,home
product_description,,0.4736842105263158,home
ice_production,,0.4285714285714286,home
cooling_type,,0.5833333333333333,home
ice_style,,0.33333333333333337,home
cube_size,,0.33333333333333337,home
baskets,,0.5714285714285714,home
ignition,,0.3846153846153846,home
kettle_material,,0.5333333333333333,home
leg_height,,0.6,home
load_type,,0.5,home
duty,,0.4,home
tube_dimensions,,0.33333333333333337,home
support_bars,,0.25,home
tube_spacing,,0.4285714285714286,home
guaranty,,0.625,home
product_category,,0.5625,home
number_of_doors,,0.28,home
interior_lighting,,0.3529411764705882,home
exterior_finish,,0.2666666666666667,home
wall_and_ceiling_material,,0.31999999999999995,home
floor_material,,0.5714285714285714,home
refrigeration_mounting,,0.36363636363636365,home
country_of_manufacture,,0.4545454545454546,home
ice_production_capacity,,0.3913043478260869,home
storage_bin_capacity,,0.4,home
condenser_type,,0.4285714285714286,home
cooling_system,,0.5,home
ice_type,,0.5,home
energy_rating,,0.4285714285714286,home
power_consumption,,0.3529411764705882,home
approvals,,0.33333333333333337,home
intended_use,,0.33333333333333337,home
custom_cabinet_door,,0.3157894736842105,home
condenser,,0.33333333333333337,home
storage_capacity,,0.5,home
cabinet_door,,0.33333333333333337,home
frequency,,0.25,home
phase,,0.6,home
energy_consumption,,0.33333333333333337,home
operation,,0.46153846153846156,home
bin_material,,0.6666666666666667,home
antimicrobial_protection,,0.33333333333333337,home
refrigerant,,0.36363636363636365,home
compliance,,0.5,home
ada_compliance,,0.3571428571428571,home
Ice Production,,0.4285714285714286,home
Storage Capacity,,0.4375,home
Operation,,0.46153846153846156,home
Bin Material,,0.5833333333333333,home
Exterior Material,,0.4117647058823529,home
Antimicrobial Protection,,0.33333333333333337,home
Refrigerant,,0.36363636363636365,home
Electrical Specifications,,0.43999999999999995,home
total_capacity,,0.5714285714285714,home
base_type,,0.4444444444444444,home
assembly_required,,0.2941176470588235,home
grates,,0.375,home
griddle,,0.2857142857142857,home
controls,,0.375,home
oven,,0.2857142857142857,home
oven_base,,0.4444444444444444,home
shelf,,0.5714285714285714,home
orientation,,0.5384615384615384,home
rim_type,,0.5,home
crossrail_material,,0.4444444444444444,home
Splash Location,,0.4,home
table_type,,0.41666666666666663,home
top_gauge,,0.5555555555555556,home
stainless_steel_series,stainless_steel_series,1.0,home
top_width,,0.5555555555555556,home
top_length,,0.6,home
crossrails_material,,0.42105263157894735,home
crossrails_position,,0.368421052631579,home
feet_type,,0.5,home
splash_position,,0.4,home
grate_type,,0.5,home
Orientation,,0.5384615384615384,home
Backsplash Height,,0.3529411764705882,home
Length,length,0.8333333333333334,home
table_top_type,,0.4285714285714286,home
products,,0.5833333333333333,home
product_offers,,0.6428571428571428,home
caster_diameter,,0.5333333333333333,home
stem_thread_size,,0.31818181818181823,home
load_capacity_per_wheel,,0.34782608695652173,home
wheel_material,,0.5714285714285714,home
product_line,,0.75,home
ply,,0.33333333333333337,home
quantity_per_carton,,0.368421052631579,home
applications,,0.46153846153846156,home
germ_reduction,,0.4285714285714286,home
product_code,,0.75,home
container_size,,0.3571428571428571,home
formula_type,,0.5,home
cleaning_temperature,,0.25,home
applicable_surfaces,,0.2727272727272727,home
unsuitable_surfaces,,0.2727272727272727,home
application,,0.5384615384615384,home
applicable_materials,,0.4,home
dirt_types,,0.5,home
scent,,0.4,home
safety_data_sheet_available,,0.40740740740740744,home
volume,,0.5714285714285714,home
caution,,0.3846153846153846,home
variant,,0.625,home
seller,,0.5714285714285714,home
disinfectant_type,,0.4117647058823529,home
effectiveness,,0.3076923076923077,home
properties,,0.33333333333333337,home
additional_benefits,,0.26315789473684215,home
form,,0.33333333333333337,home
surface_type,,0.5,home
shipping_restrictions,,0.38095238095238093,home
alternate_item_numbers,,0.4,home
shelf_count,,0.36363636363636365,home
shelf_adjustability,,0.26315789473684215,home
alignment,,0.33333333333333337,home
vendor,,0.33333333333333337,home
mat_type,,0.5,home
style,,0.4444444444444444,home
discount_exclusion,,0.38888888888888884,home
sales_contact,,0.3571428571428571,home
inner_packaging,,0.2666666666666667,home
quantity_per_package,,0.30000000000000004,home
packaging,,0.4444444444444444,home
target_surfaces,,0.6,home
base,base,1.0,home
pressure_regulator,,0.4444444444444444,home
gas_connections,,0.33333333333333337,home
total_BTU,,0.4,home
hot_tops,,0.41666666666666663,home
collection,,0.46153846153846156,home
manifold,,0.33333333333333337,home
backing_material,,0.5,home
compatible_mats,,0.33333333333333337,home
Backsplash,,0.6,home
Undershelf,,0.30000000000000004,home
pieces,,0.4285714285714286,home
includes,,0.375,home
lid_material,,0.6666666666666667,home
lid_features,,0.41666666666666663,home
suitable_for,,0.33333333333333337,home
page,,0.6,home
packing_type,,0.5,home
number_of_plies,,0.31999999999999995,home
roll_diameter,,0.6153846153846154,home
roll_size,,0.33333333333333337,home
sheet_size,,0.4285714285714286,home
quantity_per_box,,0.3125,home
boxes_per_carton,,0.3125,home
closure_type,,0.5833333333333333,home
pack_type,,0.5833333333333333,home
grade,,0.4,home
product_title,,0.7692307692307692,jewelry
retailer,,0.375,jewelry
brand,brand,1.0,jewelry
collection,collection,1.0,jewelry
material,,0.33333333333333337,jewelry
category,,0.2666666666666667,jewelry
target_audience,,0.2666666666666667,jewelry
quality,,0.4,jewelry
retailer_status,,0.4,jewelry
subcategory,,0.3846153846153846,jewelry
style,,0.5,jewelry
stone,,0.4545454545454546,jewelry
intended_use,,0.33333333333333337,jewelry
retailer_history,,0.375,jewelry
product_id,,0.6666666666666667,jewelry
fit,,0.4,jewelry
model_number,model_number,1.0,jewelry
sub_category,,0.3076923076923077,jewelry
gender,gender,1.0,jewelry
dealer,,0.5,jewelry
location,,0.5,jewelry
product_category,,0.625,jewelry
model,,0.41666666666666663,jewelry
type,,0.4,jewelry
product_type,product_type,1.0,jewelry
target_gender,,0.46153846153846156,jewelry
retailer_location,,0.5294117647058824,jewelry
retailer_specialty,,0.33333333333333337,jewelry
retailer_type,,0.6923076923076923,jewelry
unique_identifier,,0.23529411764705888,jewelry
product_code,,0.75,jewelry
features,,0.30000000000000004,jewelry
matching_model,,0.2857142857142857,jewelry
feature,,0.4,jewelry
purpose,,0.30000000000000004,jewelry
material_options,,0.375,jewelry
width,width,1.0,jewelry
authorized_dealer,,0.5882352941176471,jewelry
design,,0.30000000000000004,jewelry
established,,0.36363636363636365,jewelry
heritage,,0.30000000000000004,jewelry
available_materials,,0.26315789473684215,jewelry
available_finishes,,0.2222222222222222,jewelry
primary_material,,0.25,jewelry
authorized_retailer,,0.5263157894736843,jewelry
color_options,,0.5384615384615384,jewelry
product_name,,0.75,jewelry
significance,,0.33333333333333337,jewelry
contact,,0.4666666666666667,jewelry
stones,,0.5454545454545454,jewelry
description,,0.36363636363636365,jewelry
edge_style,,0.6,jewelry
finish_options,,0.3125,jewelry
contact_info,,0.5333333333333333,jewelry
edges,,0.33333333333333337,jewelry
retailer_contact,,0.375,jewelry
options,,0.4,jewelry
Product Title,,0.5384615384615384,jewelry
Brand,brand,0.8,jewelry
Model,,0.33333333333333337,jewelry
Category,,0.19999999999999996,jewelry
Style,,0.4,jewelry
Cut,,0.33333333333333337,jewelry
Material,,0.33333333333333337,jewelry
Band Style,,0.5,jewelry
Center Stone,,0.33333333333333337,jewelry
stone_shape,stone_shape,1.0,jewelry
setting_type,,0.5833333333333333,jewelry
center_stone,,0.41666666666666663,jewelry
distributor,,0.25,jewelry
authenticity,,0.41666666666666663,jewelry
attributes,,0.30000000000000004,jewelry
specialty,,0.30000000000000004,jewelry
symbolism,,0.2222222222222222,jewelry
finish,,0.33333333333333337,jewelry
establishment_year,,0.2777777777777778,jewelry
retailer_background,,0.26315789473684215,jewelry
diamond_cut,,0.2727272727272727,jewelry
band_type,,0.5454545454545454,jewelry
cut,,0.6666666666666667,jewelry
fit_type,,0.6,jewelry
occasion,,0.4375,jewelry
designer,,0.375,jewelry
contact_methods,,0.6,jewelry
specialization,,0.4375,jewelry
diamond_weight,,0.42105263157894735,jewelry
setting,,0.5,jewelry
stone_cut,,0.5454545454545454,jewelry
stone_setting,stones_setting,0.9285714285714286,jewelry
shop,,0.2727272727272727,jewelry
design_features,,0.2666666666666667,jewelry
brand,brand,1.0,office
type,,0.4,office
color,colors,0.8333333333333334,office
yield,,0.5,office
compatibility,compatibility,1.0,office
quality,,0.5,office
features,,0.375,office
quality_assurance,,0.2941176470588235,office
model,,0.4285714285714286,office
original,,0.2857142857142857,office
capacity,capacity,1.0,office
part_number,,0.4,office
Brand,brand,0.8,office
Type,,0.25,office
Color,,0.6666666666666667,office
Compatibility,compatibility,0.9230769230769231,office
Page Yield,,0.7,office
Part Number,,0.31999999999999995,office
OEM Status,,0.1875,office
Capacity,capacity,0.875,office
product_title,,0.7692307692307692,office
cartridge_program,,0.2941176470588235,office
return_methods,,0.3125,office
collection_partnerships,,0.34782608695652173,office
consumer_cost,,0.3125,office
return_instructions,,0.42105263157894735,office
return_locations,,0.4375,office
condition,,0.4285714285714286,office
program,,0.3125,office
warranty,warranty,1.0,office
quality_standards,,0.5882352941176471,office
retailer,,0.6,office
genuine,,0.4285714285714286,office
page_yield,page_yield,1.0,office
standards_compliance,,0.30000000000000004,office
intended_use,,0.2857142857142857,office
return_program,,0.3125,office
product_code,,0.75,office
compatible_printers,,0.5263157894736843,office
OEM,,0.0,office
pageYield,page_yield,0.8,office
category,,0.375,office
product_type,product_type,1.0,office
material,material,1.0,office
size,,0.4,office
quantity_per_package,,0.30000000000000004,office
package_type,,0.5,office
use_case,,0.375,office
model_number,,0.36,office
back_side_material,,0.6111111111111112,office
dimensions,,0.4,office
usage,,0.2857142857142857,office
colors_included,,0.4,office
quantity_per_carton,,0.368421052631579,office
header_sold_separately,,0.2727272727272727,office
header_model_number,,0.43999999999999995,office
alternate_item_numbers,,0.4,office
UPC,,0.30000000000000004,office
sheet_size,,0.4117647058823529,office
sheet_color,,0.47058823529411764,office
number_of_pads,,0.28,office
sheets_per_pad,,0.5294117647058824,office
paper_weight,paper_weight,1.0,office
ruling,,0.5,office
pad_type,,0.5833333333333333,office
number_of_sheets_per_pad,,0.25,office
sheet_perforation,sheet_perforation,1.0,office
origin,,0.3846153846153846,office
sheet_dimensions,,0.47058823529411764,office
overall_width_at_base,,0.23809523809523814,office
overall_depth_at_base,,0.2857142857142857,office
overall_product_weight,,0.40909090909090906,office
page,,0.4,office
attributes,,0.30000000000000004,office
pads_per_pack,,0.3846153846153846,office
recycled_content,,0.3125,office
cube,,0.4285714285714286,office
upc,,0.33333333333333337,office
inner_packaging,,0.2941176470588235,office
Product,,0.5,office
warranty_consideration,,0.36363636363636365,office
seller,,0.33333333333333337,office
card_size,,0.3571428571428571,office
included_items,,0.33333333333333337,office
quantity,,0.6153846153846154,office
purpose,,0.2857142857142857,office
product_category,,0.6875,office
paper_type,,0.5,office
sheet_count,,0.47058823529411764,office
pack_count,,0.5384615384615384,office
weight,height,0.8333333333333334,office
rule,,0.5,office
hole_punch,,0.4,office
product_name,,0.75,office
hole_punched,,0.3571428571428571,office
durability,,0.5714285714285714,office
sheets_per_pack,,0.5294117647058824,office
hole_count,,0.4,office
handle_type,,0.5,office
cleaning_method,,0.4,office
surface_type,,0.5,office
quantity_per_box,,0.2857142857142857,office
use_cases,,0.33333333333333337,office
boxes_per_carton,,0.47058823529411764,office
benefits,,0.375,office
health_benefits,,0.4,office
quantity_per_pack,,0.30000000000000004,office
flap_type,,0.41666666666666663,office
ink_color,,0.5,office
tip_size,,0.3125,office
pack_size,,0.46153846153846156,office
target_users,,0.41666666666666663,office
grip,,0.25,office
certification,,0.47058823529411764,office
refillable,,0.30000000000000004,office
point_size,,0.41666666666666663,office
related_products,,0.30000000000000004,office
distributor,,0.3529411764705882,office
point_type,,0.6666666666666667,office
pen_type,,0.5,office
series,,0.375,office
ink_type,,0.41666666666666663,office
ink_properties,,0.4285714285714286,office
ink_security_features,,0.33333333333333337,office
ink_flow_system,,0.33333333333333337,office
refill_type,,0.5,office
travel_friendly,,0.4,office
ink_supply_visibility,,0.4285714285714286,office
tip_type,,0.41666666666666663,office
writing_feel,,0.2857142857142857,office
line_type,,0.41666666666666663,office
line_properties,,0.4,office
ideal_for,,0.30000000000000004,office
Product Title,,0.5384615384615384,office
Category,,0.375,office
Pad Type,,0.33333333333333337,office
Sheet Size,,0.33333333333333337,office
Ruling,,0.5,office
Number of Sheets,,0.25,office
Cover Material,,0.5294117647058824,office
Binding,binding,0.8571428571428572,office
Special Feature,,0.33333333333333337,office
Model Number,,0.2941176470588235,office
Binding Type,,0.5,office
Special Features,,0.3125,office
rule_type,,0.5833333333333333,office
cover_type,,0.5,office
binding_type,,0.5833333333333333,office
protection,,0.5,office
year,,0.2857142857142857,office
page_color_theme,,0.375,office
appointment_ruling,,0.35,office
contents,,0.375,office
tab_titles,,0.30000000000000004,office
tab_count,,0.3571428571428571,office
tab_type,,0.41666666666666663,office
packaging,,0.46153846153846156,office
tab_reinforcement,,0.2941176470588235,office
orientation,,0.46153846153846156,office
template_availability,,0.5238095238095238,office
table_of_content_sheets,,0.26086956521739135,office
tab_color,,0.4444444444444444,office
set_includes,,0.33333333333333337,office
customizable,,0.4375,office
tab_orientation,,0.4,office
content_sheets,,0.2857142857142857,office
templates_available,,0.368421052631579,office
template_cost,,0.3076923076923077,office
printer_compatibility,,0.6190476190476191,office
oem_performance,,0.47058823529411764,office
function,,0.6666666666666667,office
replacement_benefit,,0.3157894736842105,office
global_product_type,,0.631578947368421,office
supply_type,,0.41666666666666663,office
compatible_series,,0.5294117647058824,office
performance,,0.36363636363636365,office
maintenance,,0.36363636363636365,office
tape_width,,0.5,office
tape_length,,0.5454545454545454,office
core_size,,0.4375,office
width,width,1.0,office
length,length,1.0,office
thickness,,0.33333333333333337,office
paper_color,,0.5714285714285714,office
sheets_per_unit,,0.5294117647058824,office
item_type,,0.41666666666666663,office
document_size,,0.3846153846153846,office
Product Name,,0.5833333333333333,office
Refillable,,0.30000000000000004,office
Tape Width,,0.4,office
Tape Length,,0.4545454545454546,office
Features,,0.375,office
Retailer,,0.5,office
index_type,,0.5,office
refill_model,,0.38095238095238093,office
source,source,1.0,office
supplyType,,0.25,office
standards,,0.4117647058823529,office
securityFeatures,,0.25,office
recycledContent,,0.33333333333333337,office
finish,,0.4285714285714286,office
construction,,0.5,office
drawer_slides,,0.3846153846153846,office
handles,,0.4285714285714286,office
locking_drawers,,0.25,office
filing_capacity,,0.5333333333333333,office
mounting_type,,0.6153846153846154,office
shipping_restriction,,0.4,office
Rule Type,,0.33333333333333337,office
Paper Brightness,,0.5,office
Paper Type,,0.33333333333333337,office
number_of_sheets,,0.3125,office
paper_brightness,,0.625,office
covers,,0.6666666666666667,office
vendor,,0.33333333333333337,office
cover_color,,0.4285714285714286,office
binding,binding,1.0,office
dosage,,0.4285714285714286,office
tablets_per_packet,,0.33333333333333337,office
packets_per_box,,0.33333333333333337,office
return_policy,,0.3571428571428571,office
customization,,0.4375,office
acid_free,,0.4285714285714286,office
matching_envelopes,,0.33333333333333337,office
laser_class,,0.36363636363636365,office
projection_distance,,0.42105263157894735,office
construction_material,,0.5714285714285714,office
laser_color,,0.4285714285714286,office
visibility,,0.5714285714285714,office
range,,0.4285714285714286,office
alternate_item_number,,0.43999999999999995,office
lock_type,,0.5833333333333333,office
storage_capacity,,0.5,office
sheets_included,,0.2941176470588235,office
environmental_commitment,,0.29166666666666663,office
environmental_consideration,,0.33333333333333337,office
sheet_type,,0.5,office
base_color,,0.4,office
exclusions,,0.33333333333333337,office
sales_contact,,0.3571428571428571,office
holder_color,,0.3571428571428571,office
made_in,made_in,1.0,office
environmental_certifications,,0.3928571428571429,office
target_audience,,0.4,office
additional_products,,0.21052631578947367,office
company_commitment,,0.38888888888888884,office
included_accessories,,0.30000000000000004,office
drawer_features,,0.33333333333333337,office
card_capacity,,0.6153846153846154,office
compatible_card_sizes,,0.4285714285714286,office
shipping_weight,,0.5333333333333333,office
productID,,0.5833333333333333,office
manufacturer,,0.48,office
productGroup,,0.5833333333333333,office
productName,,0.6666666666666667,office
productWeight,,0.5384615384615384,office
shippingMethod,,0.5714285714285714,office
soldAs,,0.5,office
approximateCount,,0.3125,office
Dimensions,,0.4,office
Stamp Type,,0.25,office
Message,,0.2857142857142857,office
Ink Type,,0.25,office
Grip Type,,0.33333333333333337,office
Lid Type,,0.33333333333333337,office
Durability,,0.5714285714285714,office
Alternate Item Numbers,,0.28,office
cut,,0.2857142857142857,office
ply,,0.25,office
tab,,0.25,office
Cut Type,,0.41666666666666663,office
Ply,,0.25,office
Tab Position,,0.3571428571428571,office
Quantity per Box,,0.25,office
